org_study_id,nct_id,brief_title,official_title,overall_status,start_date,completion_date.text,completion_date..attrs,completion_date_type,lead_sponsor/agency,overall_official.last_name,overall_official.role,overall_official.affiliation,phase,study_type,enrollment.text,enrollment..attrs,primary_condition,primary_outcome,eligibility.gender,eligibility.minimum_age,eligibility.maximum_age,eligibility.healthy_volunteers,sponsors.lead_sponsor.agency,sponsors.lead_sponsor.agency_class,date_disclaimer,completion_date,overall_official.last_name.1,overall_official.role.1,overall_official.affiliation.1,enrollment,primary_outcome.measure,primary_outcome.measure.1,sponsors.collaborator.agency,sponsors.collaborator.agency_class,sponsors.collaborator.agency.1,sponsors.collaborator.agency_class.1,name,primary_outcome.time_frame,primary_outcome.time_frame.1,primary_outcome.measure.2,sponsors.collaborator.agency.2,sponsors.collaborator.agency_class.2,primary_outcome.measure.3,primary_outcome.measure.4,primary_outcome.measure.5,sponsors.collaborator.agency.3,sponsors.collaborator.agency_class.3,sponsors.collaborator.agency.4,sponsors.collaborator.agency_class.4,primary_outcome.description,overall_official.last_name.2,overall_official.role.2,overall_official.affiliation.2,overall_official.last_name.3,overall_official.role.3,overall_official.affiliation.3,primary_outcome.measure.6,primary_outcome.measure.7,measure,eligibility.sampling_method,eligibility.textblock.1,overall_official.last_name.4,overall_official.role.4,overall_official.affiliation.4,primary_outcome.description.1,primary_outcome.time_frame.2,primary_outcome.description.2,primary_outcome.time_frame.3,primary_outcome.description.3,start_date.text,start_date..attrs,primary_outcome.time_frame.4,primary_outcome.description.4,primary_outcome.time_frame.5,primary_outcome.description.5,primary_outcome.time_frame.6,primary_outcome.description.6,primary_outcome.time_frame.7,primary_outcome.description.7,primary_outcome.measure.8,primary_outcome.time_frame.8,primary_outcome.description.8,primary_outcome.measure.9,primary_outcome.time_frame.9,primary_outcome.description.9,primary_outcome.measure.10,primary_outcome.time_frame.10,primary_outcome.description.10,primary_outcome.measure.11,primary_outcome.time_frame.11,primary_outcome.description.11,sponsors.collaborator.agency.5,sponsors.collaborator.agency_class.5,sponsors.collaborator.agency.6,sponsors.collaborator.agency_class.6,overall_official.last_name.5,overall_official.role.5,overall_official.affiliation.5,overall_official.last_name.6,overall_official.role.6,overall_official.affiliation.6,overall_official.last_name.7,overall_official.role.7,overall_official.affiliation.7,overall_official.last_name.8,overall_official.role.8,overall_official.affiliation.8,sponsors.collaborator.agency.7,sponsors.collaborator.agency_class.7,sponsors.collaborator.agency.8,sponsors.collaborator.agency_class.8,sponsors.collaborator.agency.9,sponsors.collaborator.agency_class.9,sponsors.collaborator.agency.10,sponsors.collaborator.agency_class.10,sponsors.collaborator.agency.11,sponsors.collaborator.agency_class.11,address.city,primary_outcome.measure.12,primary_outcome.time_frame.12,eligibility.gender_based,eligibility.gender_description,overall_official.last_name.9,overall_official.role.9,overall_official.affiliation.9
VAC035,NCT00984763,"A Study to Assess Safety, Immunogenicity and Parasite Growth Inhibition of an Asexual Blood Stage Vaccine for P. Falciparum Malaria","A Phase I/IIa Study of the Safety, Immunogenicity and Parasite Growth Inhibitory Activity of AMA1-C1/Alhydrogel® + CPG 7909, an Asexual Blood Stage Vaccine for Plasmodium Falciparum Malaria",Completed,January 2010,September 2010,Actual,Actual,University of Oxford,"Adrian VS Hill, D.Phil, FRCP",Principal Investigator,University of Oxford,Phase 1/Phase 2,Interventional,8,Actual,Malaria,NA,All,18 Years,50 Years,Accepts Healthy Volunteers,University of Oxford,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,To demonstrate a correlation between in vitro growth inhibition assay and parasite multiplication rate in vivo,NA,National Institute of Allergy and Infectious Diseases (NIAID),NIH,NA,NA,"Centre for Clinical Vaccinology and Tropical Medicine, University of Oxford",Up to 16 days following blood stage parasite challenge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL-eff 2010,NCT01157689,Artemether-Lumefantrine Effectiveness in Guinea-Bissau,The Routine Use of Coartem for Treatment of Symptomatic Children With Plasmodium Falciparum at the Bandim Health Centre,Unknown status,March 2010,June 2014,Anticipated,Anticipated,Bandim Health Project,NA,NA,NA,N/A,Observational,500,Anticipated,Malaria,NA,All,N/A,15 Years,No,Bandim Health Project,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,ACPR day 42,NA,NA,NA,NA,NA,Bandim Health Project,day 42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malaria slides will be examined weekly during follow-up until day 42. The adequate clinical and parasitological cure rate will to calculated for day 42.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Probability Sample,"
        Inclusion Criteria:

          -  Prescribed an anti-malarial at the Bandim Health Centre

          -  Having P. falciparum parasites in a thick film and/or a positive RDT

          -  The Bandim address is known (to enable follow up).

        Exclusion Criteria:

          -  Children where the parents do not accept to participate in the study.

          -  Signs of severe malaria such as convulsion or severe anemia
      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WRAIR 1692,NCT01157897,Study of VMP001 and AS01B in Healthy Malaria-Naïve Adults,"Phase 1/2a Open-label Dose Safety, Reactogenicity, Immunogenicity and Efficacy of the Candidate Plasmodium Vivax Malaria Protein 001 (VMP001) Administered Intramuscularly With GSK Biologicals' Adjuvant System AS01B in Healthy Malaria-Naïve Adults",Completed,July 2010,December 2011,Actual,Actual,U.S. Army Medical Research and Materiel Command,"Jason Bennett, MD",Principal Investigator,"Division of Malaria Vaccine Development (DMVD), Walter Reed Army Institute of Research (WRAIR)",Phase 1/Phase 2,Interventional,48,Actual,Malaria; Plasmodium Vivax,NA,All,18 Years,55 Years,Accepts Healthy Volunteers,U.S. Army Medical Research and Materiel Command,U.S. Fed,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Occurrence of solicited adverse events over a 7 day follow-up period after each immunization (the day of the immunization and 6 subsequent days),Occurrence of unsolicited adverse events over a 28 day follow-up period after each immunization (the day of the immunization and 27 subsequent days),The PATH Malaria Vaccine Initiative (MVI),Other,Walter Reed Army Institute of Research (WRAIR),U.S. Fed,"Clinical Trials Center, Walter Reed Army Institute of Reserach",7 days after immunization,28 days following immunization,Occurrence of serious adverse events at any time during the study period (enrollment to final follow up visit),United States Department of Defense,U.S. Fed,NA,NA,NA,GlaxoSmithKline,Industry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,study duration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999916004,NCT02627456,"Safety, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium Falciparum NF54 Sporozoites (PfSPZ Vaccine) in Healthy African Adults in Mali","Dose Escalating and Randomized, Placebo-Controlled, Double-Blind Study to Assess Safaty, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium Falciparum NF54 Sporozoites (PfSPZ Vaccine) in Healthy African Adults in Mali","Active, not recruiting","October 8, 2015","July 31, 2017",Anticipated,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),"Sara A Healy, M.D.",Principal Investigator,National Institute of Allergy and Infectious Diseases (NIAID),Phase 1,Interventional,500,Anticipated,Malaria,NA,All,18 Years,50 Years,Accepts Healthy Volunteers,National Institute of Allergy and Infectious Diseases (NIAID),NIH,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Safety: Measure the incidence and severity of local and systemic adverse events occurring within 7 days after each vaccine administration and SAE related to vaccination.,NA,NA,NA,NA,NA,University of Bamako,Approximately 7 days after each vaccination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160039,NCT02639299,"Screening of Healthy Volunteers for Investigational Antimalarial Drugs, Malaria Vaccines, and Controlled Human Malaria Challenge","Screening of Healthy Volunteers for Investigational Antimalarial Drugs, Malaria Vaccines, and Controlled Human Malaria Challenge",Recruiting,"December 17, 2015","March 31, 2026",Anticipated,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),"Sara A Healy, M.D.",Principal Investigator,National Institute of Allergy and Infectious Diseases (NIAID),N/A,Observational,1500,Anticipated,Malaria,NA,All,18 Years,50 Years,Accepts Healthy Volunteers,National Institute of Allergy and Infectious Diseases (NIAID),NIH,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,"To screen healthy volunteers for eligibility to enroll in studies to evaluate investigational antimalarial drugs, malaria vaccines, and/orundergo CHMI.",NA,NA,NA,NA,NA,"National Institutes of Health Clinical Center, 9000 Rockville Pike",One Year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To screen healthy volunteers for eligibility to enroll in studies to evaluate investigational antimalarial drugs, malaria vaccines, and/orundergo CHMI.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PATH-WIRB-20140824,NCT02329301,Mass Drug Administration With Dihydroartemisinin + Piperaquine for Reducing Malaria in Southern Zambia,Assessing the Effectiveness of Mass Drug Administration (MDA) With Dihydroartemisinin + Piperaquine for Reducing Malaria Parasite Infection Prevalence and Incidence in Southern Province Zambia,"Active, not recruiting",September 2014,July 2017,Anticipated,Anticipated,PATH,"John M Miller, PhD",Principal Investigator,PATH,N/A,Interventional,2430,Actual,"Malaria; Malaria, Falciparum",NA,All,3 Months,N/A,Accepts Healthy Volunteers,PATH,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Parasite prevalence during the high transmission season among children <6 years old (excluding neonates <1 month),P.falciparum infection incidence rate among individuals ≥3 months,"Ministry of Health, Zambia",Other,"Minister of Community Development, Mother and Child Health, Zambia",Other,Southern province medical office,For up to 12 months,For up to 12 months,NA,Tulane University,Other,NA,NA,NA,NA,NA,NA,NA,Parasite prevalence during the high transmission season among children <6 years old (excluding neonates <1 month),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P.falciparum infection incidence rate among individuals ≥3 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WageningenU,NCT02996513,Assessing Model Parameters for Applying the Retinol Isotope Dilution (RID) Method,Assessing Model Parameters for Applying the Retinol Isotope Dilution (RID) Method in Preschool Nigerian Children Living in an Area With a High Malaria Burden,Recruiting,October 2016,June 2017,Anticipated,Anticipated,Wageningen University,"Alida Melse-Boonstra, PhD",Principal Investigator,Wageningen University,N/A,Interventional,60,Anticipated,Vitamin A Deficiency; Malaria; Inflammation,NA,All,36 Months,59 Months,Accepts Healthy Volunteers,Wageningen University,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Vitamin A status,NA,University of Ibadan,Other,Newcastle University,Other,University of Ibadan,28 days,NA,NA,"University of California, Davis",Other,NA,NA,NA,Penn State University,Other,HarvestPlus,Other,Body retinol pool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0909M72852,NCT01093989,"Acute vs. Delayed Iron Therapy: Effect on Iron Status, Anemia and Cognition","Acute vs. Delayed Iron Therapy: Effect on Iron Status, Anemia and Cognition",Completed,June 2010,December 2014,Actual,Actual,University of Minnesota - Clinical and Translational Science Institute,"Chandy C John, M.D.",Principal Investigator,University of Minnesota - Clinical and Translational Science Institute,N/A,Interventional,239,Actual,Anemia; Inflammation; Malaria Morbidity; Cognitive Development,NA,All,18 Months,5 Years,Accepts Healthy Volunteers,University of Minnesota - Clinical and Translational Science Institute,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,"Hemoglobin change, anemia prevalence, and socioemotional behavior in the immediate iron vs. delayed iron groups",NA,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,NA,NA,Mulago Hospital,6 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemoglobin change, anemia prevalence, and socioemotional behavior in the immediate iron vs. delayed iron groups",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAKMAL1101,NCT01350856,Tracking Resistance to Artemisinin (TRAC),"A Multicentre, Randomised Trial to Detect in Vivo Resistance of Plasmodium Falciparum to Artesunate in Patients With Uncomplicated Malaria.",Completed,May 2011,December 2014,Actual,Actual,University of Oxford,"Nicholas J White, DSc MD",Principal Investigator,Mahidol Oxford Research Unit,Phase 4,Interventional,1700,Actual,Falciparum Malaria,NA,All,6 Months,65 Years,No,University of Oxford,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Parasite clearance rate,NA,Mahidol University,Other,Worldwide Antimalarial Resistance Network,Other,NA,Day 42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Defined by the slope of the linear portion of the natural logarithm parasite clearance curve.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001,NCT01160809,Effect of a Combined Use of Mosquito Repellent and Insecticide Treated Net on Malaria in Ethiopia,Effect of a Combined Use of Mosquito Repellent and Insecticide Treated Net on Malaria in Southern Ethiopia: a Cluster-randomized Controlled Trial,Completed,September 2008,January 2009,Actual,Actual,"Malaria Consortium, Ethiopia",NA,NA,NA,Phase 4,Interventional,6082,Actual,Malaria; Mosquito Repellent; Long Lasting Insecticidal Nets,NA,All,N/A,N/A,Accepts Healthy Volunteers,"Malaria Consortium, Ethiopia",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Malaria parasite (P. falciparum and/or P. vivax)through microscopic detection,NA,Addis Ababa University,Other,Columbia University,Other,"SNNPR, Ethiopia",NA,NA,NA,Coalition Against Malaria in Ethiopia,Other,NA,NA,NA,NA,NA,NA,NA,The objective of the study is to investigate the impact of a combined use of mosquito repellent and LLINs in reducing malaria. The primary outcome of the study is detection of malaria parasites (P. falciparum and/or P. vivax) through examination of microscopic blood slides collected from finger-pricks.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02MA,NCT01165372,"Study of Malaria Treatment at Phuoc Long Hospital, Binh Phuoc Province, Vietnam","Clinical Investigation of In-vivo Susceptibility of P. Falciparum to Artesunate in Phuoc Long Hospital, Binh Phuoc Province, Vietnam",Completed,August 2010,May 2011,Actual,Actual,"Oxford University Clinical Research Unit, Vietnam","Hien T Tran, MD, PhD",Principal Investigator,"Oxford University Clinical Research Unit, Vietnam",Phase 2,Interventional,166,Actual,Malaria,NA,All,10 Years,N/A,No,"Oxford University Clinical Research Unit, Vietnam",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Slope of the decline in the log parasitemia-time curve relative to historical data,NA,World Health Organization,Other,NA,NA,Phuoc Long Hospital,03 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999916051,NCT02659566,"Impact of Antimalarial Treatment on Measures of T Cell Suppression/Regulation in Healthy Adults From Doneguebougou, Mali","Impact of Antimalarial Treatment on Measures of T Cell Suppression/Regulation in Healthy Adults From Ouelessebougou, Mali",Not yet recruiting,"January 12, 2016","February 28, 2018",Anticipated,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),"Michal Fried, Ph.D.",Principal Investigator,National Institute of Allergy and Infectious Diseases (NIAID),N/A,Observational,700,Anticipated,Malaria,NA,All,18 Years,50 Years,Accepts Healthy Volunteers,National Institute of Allergy and Infectious Diseases (NIAID),NIH,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,To measure the percentage of T cells expressing PD-1 during scheduled visits by comparing markers of T cell suppression/regulation in adults (specifically PD-1) who receive or do not receive antimalarial treatment at the beginning of dry season ...,NA,NA,NA,NA,NA,Ouelessebougou Clinical Research Center,Twelve months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To measure the percentage of T cells expressing PD-1 during scheduled visits by comparing markers of T cell suppression/regulation in adults (specifically PD-1) who receive or do not receive antimalarial treatment at the beginning of dry season ...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRT15003.2,NCT02700269,Vanderbilt-Zambia Innovations in Global Health Technologies,Vanderbilt-Zambia Innovations in Global Health Technologies,Recruiting,April 2016,July 2017,Anticipated,Anticipated,"Macha Research Trust, Zambia",NA,NA,NA,N/A,Observational,200,Anticipated,Malaria Diagnosis,NA,All,6 Months,85 Years,Accepts Healthy Volunteers,"Macha Research Trust, Zambia",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Enhancement of malaria RDT to detect low levels of P falciparum parasites,NA,Vanderbilt University,Other,National Institutes of Health (NIH),NIH,Macha Research Trust,5 years,NA,NA,John E. Fogarty International Center (FIC),NIH,NA,NA,NA,NA,NA,NA,NA,The expected outcome of this research project is to enhance the ability of standard malaria RDTs to detect low levels of Plasmodium falciparum malaria in human capillary blood.,NA,NA,NA,NA,NA,NA,NA,NA,Enhancement of malaria RDT to detect low levels of P falciparum parasites,Non-Probability Sample,"
        Inclusion Criteria:

          -  Individuals giving written informed consent for themselves

          -  Children under the age of 18 for whom a parent or guardian can give consent

          -  Individuals seeking care or treatment of suspected or possible malaria

          -  Individuals being screened as a contact of someone with recent malaria

          -  Other individuals willing to have their blood tested for malaria

        Exclusion Criteria:

          -  Anyone over 18 unwilling or unable to provide informed consent

          -  Anyone under 18 who does not have a parent or guardian to give consent

          -  Anyone between the age of 12 and 18 who does not give assent
      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAC-P.02/16/1872,NCT03009526,Efficacy and Safety of IPTp-DP Versus IPTp-SP in Malawi,A Prospective Randomized Open-Label Study on the Efficacy and Safety of Intermittent Preventive Treatment in Pregnancy (IPTp) With Dihydroartemisinin-Piperaquine (DP) Versus IPTp With Sulfadoxine-Pyrimethamine (SP) in Malawi,Recruiting,NA,"December 31, 2018",Anticipated,Anticipated,University of Malawi College of Medicine,"Don P Mathanga, MBBS PhD",Principal Investigator,Malawi College of Medicine,Phase 3,Interventional,602,Anticipated,Malaria; Pregnancy,NA,Female,16 Years,N/A,Accepts Healthy Volunteers,University of Malawi College of Medicine,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,"Julie Gutman, MD MSc",Principal Investigator,Centers for Disease Control and Prevention,NA,Malaria infection at the time of delivery,Fetal morbidity,Centers for Disease Control and Prevention,U.S. Fed,NA,NA,"Malaria Alert Center, University of Malawi College of Medicine",delivery,Delivery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The composite of peripheral and placental parasitemia, detected by placental histology, positive peripheral blood smear at the time of delivery, or positive rapid diagnostic test at the time of delivery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Composite endpoint of fetal morbidity, defined as any of the following: Preterm birth (birth before 37 weeks gestation), Low-birth-weight (birth weight under 2,500 grams), Small for gestational age (SGA)",NA,NA,NA,NA,"January 16, 2017",Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITDCVG30,NCT00144716,Evaluation of Combined Use of ITN's and Insect Repellents Against Malaria,Clinical Evaluation of Combined Use of ITN's and Plant-based Insect Repellent Against Malaria in the Amazon,Completed,June 2003,NA,NA,NA,London School of Hygiene and Tropical Medicine,"Nigel Hill, PhD",Principal Investigator,London School of Hygiene and Tropical Medicine,Phase 3,Interventional,NA,NA,Malaria,Reduction in cases of malaria,All,10 Years,N/A,Accepts Healthy Volunteers,London School of Hygiene and Tropical Medicine,Other,"ClinicalTrials.gov processed this data on July 26, 2017",October 2003,NA,NA,NA,4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIMORU005,NCT02092766,Parenteral Artesunate Compared to Quinine as a Cause of Late Anaemia in African Children With Malaria,Parenteral Artesunate Compared to Quinine as a Cause of Late Post-treatment Anaemia in African Children With Hyperparasitaemic P. Falciparum Malaria,Completed,June 2014,April 2015,Actual,Actual,University of Oxford,NA,NA,NA,Phase 4,Interventional,217,Actual,Anaemia,NA,All,6 Months,14 Years,No,University of Oxford,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Late onset anaemia,NA,Kinshasa School of Public Health,Other,NA,NA,Kinshasa School of Public Health,Patients are hospitalized for 4 days or longer if still unwell. After discharge the follow-up consists of 6 weekly visits (time frame 42 days). Late anaemia is measured between 7 and 42 days following the start of antimalarial treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late onset anaemia in this study is defined as a ≥10% drop in haemoglobin on any previous measurement anytime between day 7 and 42,NA,NA,NA,NA,NA,NA,NA,NA,Late onset anaemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
